text,type,start,end,method,article_id,article_url,article_domain,article_theme
Donald Trump,ORG,0,12,regex,4734,https://www.nouvelobs.com/monde/20250411.OBS102637/donald-trump-veut-supprimer-la-recherche-climatique-menee-par-l-agence-americaine-de-reference.html,nouvelobs.com,SCIENCE
Choose France,ORG,37,50,regex,4735,http://french.xinhuanet.com/20250419/3a354c9a49f240d3ae604eb585f56ab7/c.html,french.xinhuanet.com,SCIENCE
Fondation Groupe,ORG,0,16,regex,4738,https://www.midilibre.fr/2025/04/12/fondation-groupe-depeche-jaimerais-etre-ce-professeur-dont-on-se-souvient-dit-tony-couet-laureat-de-montpellier-12630956.php,midilibre.fr,SCIENCE
Tony Couet,ORG,84,94,regex,4738,https://www.midilibre.fr/2025/04/12/fondation-groupe-depeche-jaimerais-etre-ce-professeur-dont-on-se-souvient-dit-tony-couet-laureat-de-montpellier-12630956.php,midilibre.fr,SCIENCE
Emmanuel Macron,ORG,0,15,regex,4744,http://www.atlantico.fr/article/decryptage/emmanuel-macron-lhomme-des-resurrections-crises-dissolution-international-leader-christophe-boutin-jean-petaux,atlantico.fr,SCIENCE
Projet Varuna,ORG,13,26,regex,4745,https://fr.allafrica.com/stories/202504100443.html,fr.allafrica.com,SCIENCE
Donald Trump,ORG,24,36,regex,4752,https://www.lexpress.fr/sciences-sante/la-science-attaquee-par-donald-trump-en-europe-loperation-sauvetage-des-scientifiques-americains-BLI4HG65QJETND6UR5D6XZS6DI/,lexpress.fr,SCIENCE
Luis Vassy,ORG,11,21,regex,4754,https://www.marianne.net/societe/education/la-methode-luis-vassy-a-sciences-po-une-reprise-en-main-sous-tension-face-aux-manifestations-pro-gaza,marianne.net,SCIENCE
Sciences Po,ORG,27,38,regex,4754,https://www.marianne.net/societe/education/la-methode-luis-vassy-a-sciences-po-une-reprise-en-main-sous-tension-face-aux-manifestations-pro-gaza,marianne.net,SCIENCE
Les Tuche,ORG,2,11,regex,4755,https://www.bfmtv.com/people/cinema/les-tuche-francois-hollande-et-jean-paul-rouve-vont-discuter-du-film-a-sciences-po_AN-202504080501.html,bfmtv.com,SCIENCE
Paul Rouve,ORG,42,52,regex,4755,https://www.bfmtv.com/people/cinema/les-tuche-francois-hollande-et-jean-paul-rouve-vont-discuter-du-film-a-sciences-po_AN-202504080501.html,bfmtv.com,SCIENCE
Sciences Po,ORG,77,88,regex,4755,https://www.bfmtv.com/people/cinema/les-tuche-francois-hollande-et-jean-paul-rouve-vont-discuter-du-film-a-sciences-po_AN-202504080501.html,bfmtv.com,SCIENCE
Star Wars,ORG,99,108,regex,4757,https://www.allocine.fr:443/article/fichearticle_gen_carticle=1000136508.html,allocine.fr,SCIENCE
Donald Trump,ORG,0,12,regex,4758,https://www.laprovence.com/article/ecoplanete/68617326746573/donald-trump-veut-supprimer-la-recherche-climatique-menee-par-lagence-americaine-de-reference,laprovence.com,SCIENCE
Sciences Po Paris,ORG,44,61,regex,4760,https://www.huffingtonpost.fr/medias/article/francois-hollande-va-debattre-des-tuche-a-sciences-po-paris-ce-mardi-il-defend-son-projet_248528.html,huffingtonpost.fr,SCIENCE
Sciences Po Strasbourg,ORG,8,30,regex,4761,https://www.lopinion.fr/politique/crise-a-sciences-po-strasbourg-lavenir-du-partenariat-avec-luniversite-israelienne-reichman-en-suspens,lopinion.fr,SCIENCE
Science Factor,ORG,103,117,regex,4763,https://www.ledauphine.com/insolite/2025/04/15/des-lyceens-de-thonon-primes-pour-leur-invention-d-une-horloge-intelligente-lors-du-concours-science-factor,ledauphine.com,SCIENCE
AB Science,ORG,0,10,regex,4764,https://www.boursier.com/actions/actualites/news/ab-science-baissier-sous-1-40-at-914661.html,boursier.com,SCIENCE
En France,ORG,3,12,regex,4766,https://www.valeursactuelles.com/politique/en-france-la-science-un-horizon-sans-limite-lhexagone-futur-eldorado-des-chercheurs,valeursactuelles.com,SCIENCE
Sciences Po Paris,ORG,27,44,regex,4769,https://www.valeursactuelles.com/politique/francois-hollande-invite-a-sciences-po-paris-pour-debattre-des-tuche,valeursactuelles.com,SCIENCE
Rendre Visible,ORG,40,54,regex,4776,https://www.midilibre.fr/2025/04/20/un-melange-de-genre-et-depoques-pour-rendre-visible-la-nature-12647930.php,midilibre.fr,SCIENCE
Wan Gang,ORG,23,31,regex,4779,https://www.lemonde.fr/economie/article/2025/04/25/industrie-automobile-wan-gang-pere-du-miracle-chinois-et-des-soucis-europeens_6599867_3234.html,lemonde.fr,SCIENCE
Sciences Po,ORG,34,45,regex,4790,https://www.dna.fr/education/2025/04/09/le-blocage-reprend-a-sciences-po-on-est-encore-plus-en-colere-qu-avant,dna.fr,SCIENCE
Sciences Po,ORG,13,24,regex,4791,https://www.ledauphine.com/education/2025/04/17/isere-grenoble-a-sciences-po-la-banderole-pour-gaza-les-mains-rouges-et-les-sanctions,ledauphine.com,SCIENCE
Sciences Po,ORG,34,45,regex,4792,https://www.lalsace.fr/education/2025/04/09/le-blocage-reprend-a-sciences-po-on-est-encore-plus-en-colere-qu-avant,lalsace.fr,SCIENCE
Sciences Po Strasbourg,ORG,46,68,regex,4794,https://www.dna.fr/education/2025/04/08/une-generation-palestine-spontanee-au-coeur-de-science-po-strasbourg,dna.fr,SCIENCE
Life Science CRO,ORG,40,56,regex,4795,https://www.zonebourse.com/cours/action/KEYRUS-5206/actualite/Keyrus-vers-une-cession-des-activites-Life-Science-CRO-49646277/,zonebourse.com,SCIENCE
Donald Trump,ORG,0,12,regex,4796,https://www.ledevoir.com/environnement/866974/trump-veut-supprimer-recherche-climatique-menee-agence-americaine-reference,ledevoir.com,SCIENCE
Sciences Po Strasbourg,ORG,8,30,regex,4797,https://www.lopinion.fr/politique/crise-a-sciences-po-strasbourg-reprise-des-blocages-et-appels-a-lintifada-apres-le-maintien-du-partenariat-avec-luniversite-israelienne-reichman,lopinion.fr,SCIENCE
Joseph Vallot,ORG,0,13,regex,4798,https://www.radiofrance.fr/franceculture/podcasts/la-conversation-scientifique/joseph-vallot-ou-l-art-d-elever-les-sciences-5603156,radiofrance.fr,SCIENCE
Sciences Po,ORG,50,61,regex,4803,https://www.lalsace.fr/education/2025/04/08/une-generation-palestine-spontanee-au-coeur-de-science-po-strasbourg,lalsace.fr,SCIENCE
Sciences Po Reims,ORG,26,43,regex,4810,https://www.radiofrance.fr/francebleu/podcasts/une-equipe-formidable/emploi-des-etudiants-de-sciences-po-reims-coachent-des-personnes-handicapees-5561189,radiofrance.fr,SCIENCE
La NASA,ORG,0,7,regex,4812,https://www.lesnumeriques.com/science-espace/la-nasa-en-danger-voici-les-coupes-dans-le-budget-soumises-par-donald-trump-n235537.html,lesnumeriques.com,SCIENCE
Donald Trump,ORG,65,77,regex,4812,https://www.lesnumeriques.com/science-espace/la-nasa-en-danger-voici-les-coupes-dans-le-budget-soumises-par-donald-trump-n235537.html,lesnumeriques.com,SCIENCE
Philippe Baptiste,ORG,24,41,regex,4817,https://www.ledauphine.com/education/2025/04/19/le-ministre-philippe-baptiste-veut-un-effort-d-accueil-europeen-des-chercheurs-americains,ledauphine.com,SCIENCE
Fabien Roussel,ORG,67,81,regex,4818,https://www.liberation.fr/idees-et-debats/tribunes/la-recherche-est-un-pilier-de-notre-souverainete-strategique-par-fabien-roussel-20250405_NUMFUJMK5VBWPHK2APOFBQXBAI/,liberation.fr,SCIENCE
AB Science,ORG,0,10,regex,4819,https://www.boursier.com/actions/actualites/news/ab-science-recoit-un-avis-d-acceptation-pour-le-brevet-americain-couvrant-jusqu-en-2040-le-masitinib-dans-le-traitement-de-la-drepanocytose-955561.html,boursier.com,SCIENCE
Philippe Baptiste,ORG,24,41,regex,4820,https://www.leprogres.fr/education/2025/04/19/le-ministre-philippe-baptiste-veut-un-effort-d-accueil-europeen-des-chercheurs-americains,leprogres.fr,SCIENCE
Philippe Baptiste,ORG,102,119,regex,4822,https://www.radiofrance.fr/franceinter/podcasts/l-invite-de-7h50/l-invite-de-7h50-du-jeudi-03-avril-2025-1609319,radiofrance.fr,SCIENCE
Khalil Amine,ORG,40,52,regex,4823,https://www.yabiladi.com/articles/details/163157/etats-unis-scientifique-marocain-khalil-amine.html,yabiladi.com,SCIENCE
Louis Pasteur,ORG,0,13,regex,4824,https://www.lemonde.fr/sciences/article/2025/04/09/louis-pasteur-et-les-antivax-un-combat-politique_6593278_1650684.html,lemonde.fr,SCIENCE
Emmanuel Moulin,ORG,19,34,regex,4826,https://www.ledauphine.com/politique/2025/03/28/qui-est-emmanuel-moulin-le-nouveau-bras-droit-de-macron-a-l-elysee,ledauphine.com,SCIENCE
Novo Holdings,ORG,0,13,regex,4828,https://www.zonebourse.com/cours/action/NOVO-NORDISK-A-S-1412980/actualite/Novo-Holdings-double-presque-ses-benefices-grace-a-Wegovy-49506094/,zonebourse.com,SCIENCE
Jeanne Ayache,ORG,38,51,regex,4829,https://www.sudouest.fr:443/dordogne/saint-germain-et-mons/saint-germain-et-mons-accueille-jeanne-ayache-pour-un-week-end-dedie-au-bien-etre-24079923.php,sudouest.fr,SCIENCE
Emmanuel Macron,ORG,39,54,regex,4830,https://www.leparisien.fr/sciences/ici-la-recherche-est-une-priorite-emmanuel-macron-appelle-les-scientifiques-a-venir-en-france-18-04-2025-5ZPC4L3D5ZDFTGBHZIV6QABWSY.php,leparisien.fr,SCIENCE
Philippe Baptiste,ORG,24,41,regex,4831,https://www.lejsl.com/education/2025/04/19/le-ministre-philippe-baptiste-veut-un-effort-d-accueil-europeen-des-chercheurs-americains,lejsl.com,SCIENCE
Sciences Po Strasbourg,ORG,82,104,regex,4832,https://www.causeur.fr/de-la-salle-de-classe-a-la-rue-le-partenariat-avec-luniversite-reichman-embrase-sciences-po-strasbourg-307027,causeur.fr,SCIENCE
Philippe Baptiste,ORG,24,41,regex,4833,https://www.bienpublic.com/education/2025/04/19/le-ministre-philippe-baptiste-veut-un-effort-d-accueil-europeen-des-chercheurs-americains,bienpublic.com,SCIENCE
Emmanuel Moulin,ORG,19,34,regex,4835,https://www.leprogres.fr/politique/2025/03/28/qui-est-emmanuel-moulin-le-nouveau-bras-droit-de-macron-a-l-elysee,leprogres.fr,SCIENCE
La SPE,ORG,8,14,regex,4837,https://www.alwihdainfo.com/Tchad-La-SPE-encourage-les-carrieres-STEM-parmi-les-jeunes-filles-du-Lycee-College-Evangelique_a139970.html,alwihdainfo.com,SCIENCE
Abdou Ngeer,ORG,13,24,regex,4838,https://www.senenews.com/actualites/contribution-chronique/le-phenomene-abdou-ngeer-de-leloquence-en-vulgaire-par-alassane-k-kitane_534518.html,senenews.com,SCIENCE
Par Alassane,ORG,57,69,regex,4838,https://www.senenews.com/actualites/contribution-chronique/le-phenomene-abdou-ngeer-de-leloquence-en-vulgaire-par-alassane-k-kitane_534518.html,senenews.com,SCIENCE
Philippe Baptiste,ORG,24,41,regex,4839,https://www.lalsace.fr/education/2025/04/19/le-ministre-philippe-baptiste-veut-un-effort-d-accueil-europeen-des-chercheurs-americains,lalsace.fr,SCIENCE
La Chine,ORG,0,8,regex,4840,http://french.people.com.cn/n3/2025/0424/c31357-20306522.html,french.people.com.cn,SCIENCE
Tour Eiffel,ORG,40,51,regex,4841,https://www.leprogres.fr/insolite/2025/04/19/des-femmes-scientifiques-sur-la-tour-eiffel-grace-a-une-astrophysicienne-lyonnaise,leprogres.fr,SCIENCE
Neda Abdelkader,ORG,0,15,regex,4843,https://directinfo.webmanagercenter.com/2025/04/19/neda-abdelkader-premiere-tunisienne-a-explorer-les-fonds-marins-a-bord-de-loceanxplorer/,directinfo.webmanagercenter.com,SCIENCE
Gilead Sciences,ORG,0,15,regex,4846,https://www.zonebourse.com/cours/action/GILEAD-SCIENCES-INC-4876/actualite/Gilead-Sciences-a-vu-son-chiffre-d-affaires-trimestriel-s-affaisser-legerement-49721910/,zonebourse.com,SCIENCE
Festival La Grande,ORG,0,18,regex,4847,https://www.lepoint.fr/sciences-nature/festival-la-grande-maree-l-ocean-s-invite-a-paris-28-03-2025-2585849_1924.php,lepoint.fr,SCIENCE
Donald Trump,ORG,7,19,regex,4849,https://www.liberation.fr/international/amerique/face-a-donald-trump-les-chercheurs-en-quete-de-science-20250422_BPT76KD4W5GY3GSUVDUPUXSWJM/,liberation.fr,SCIENCE
Le LIST,ORG,0,7,regex,4851,https://lequotidien.lu/luxembourg/le-list-a-la-rescousse-de-lagriculture/,lequotidien.lu,SCIENCE
Sciences Po Strasbourg,ORG,0,22,regex,4853,https://toulon.maville.com/actu/actudet_-sciences-po-strasbourg-a-nouveau-bloque-apres-la-reprise-du-partenariat-avec-une-fac-israelienne-_fil-6758364_actu.Htm,toulon.maville.com,SCIENCE
Sciences Po Strasbourg,ORG,0,22,regex,4854,https://brignoles.maville.com/actu/actudet_-sciences-po-strasbourg-a-nouveau-bloque-apres-la-reprise-du-partenariat-avec-une-fac-israelienne-_fil-6758364_actu.Htm,brignoles.maville.com,SCIENCE
Sciences Po Strasbourg,ORG,0,22,regex,4855,https://paris.maville.com/actu/actudet_-sciences-po-strasbourg-a-nouveau-bloque-apres-la-reprise-du-partenariat-avec-une-fac-israelienne-_fil-6758364_actu.Htm,paris.maville.com,SCIENCE
Le Directeur,ORG,33,45,regex,4858,https://senego.com/communication-institutionnelle-le-directeur-du-cesti-menace-apres-ses-critiques_1821155.html,senego.com,SCIENCE
Emmanuel Macron,ORG,48,63,regex,4859,https://www.20minutes.fr/high-tech/sciences/4149393-20250418-science-horizon-limite-emmanuel-macron-appelle-chercheurs-americains-venir-france,20minutes.fr,SCIENCE
Revue Presse,ORG,0,12,regex,4862,https://senego.com/revue-presse-le-senegal-entre-science-spatiale-et-facture-delectricite_1823566.html,senego.com,SCIENCE
Emmanuel Macron,ORG,0,15,regex,4864,https://www.francebleu.fr/emmanuel-macron-appelle-les-chercheurs-du-monde-entier-a-choisir-la-france-et-l-europe-avec-un-rendez-vous-en-mai-7375861,francebleu.fr,SCIENCE
Best,GPE,0,4,nltk,4869,https://www.asiaone.com/money/best-travel-insurance-policies-places-prone-natural-disasters-2025,asiaone.com,NATURAL_DISASTER
Magnitude Earthquake Rocks Myanmar,PERSON,13,47,nltk,4870,https://article.wn.com/view/2025/03/28/Deadly_77_Magnitude_Earthquake_Rocks_Myanmar/,article.wn.com,NATURAL_DISASTER
San Francisco Earthquake,PERSON,21,45,nltk,4871,https://www.nydailynews.com/2022/04/18/remembering-the-1906-san-francisco-earthquake/,nydailynews.com,NATURAL_DISASTER
Earthquake,GPE,0,10,nltk,4872,https://www.cnn.com/2025/04/23/europe/istanbul-turkey-earthquake-intl/,cnn.com,NATURAL_DISASTER
Istanbul,GPE,32,40,nltk,4872,https://www.cnn.com/2025/04/23/europe/istanbul-turkey-earthquake-intl/,cnn.com,NATURAL_DISASTER
Turkish,GPE,43,50,nltk,4872,https://www.cnn.com/2025/04/23/europe/istanbul-turkey-earthquake-intl/,cnn.com,NATURAL_DISASTER
Japan,GPE,0,5,nltk,4873,https://www.scmp.com/week-asia/lifestyle-culture/article/3306022/japans-kyoto-offers-natural-disaster-survival-tips-foreign-visitors,scmp.com,NATURAL_DISASTER
Kyoto,ORGANIZATION,6,11,nltk,4873,https://www.scmp.com/week-asia/lifestyle-culture/article/3306022/japans-kyoto-offers-natural-disaster-survival-tips-foreign-visitors,scmp.com,NATURAL_DISASTER
ASEAN,GPE,0,5,nltk,4874,https://article.wn.com/view/2025/04/10/asean_must_act_as_myanmar_8217s_junta_weaponizes_quake_disas/,article.wn.com,NATURAL_DISASTER
Myanmar,PERSON,18,25,nltk,4874,https://article.wn.com/view/2025/04/10/asean_must_act_as_myanmar_8217s_junta_weaponizes_quake_disas/,article.wn.com,NATURAL_DISASTER
Global,PERSON,0,6,nltk,4875,https://finance.yahoo.com/news/global-parametrics-named-lloyd-coverholder-093443697.html,finance.yahoo.com,NATURAL_DISASTER
Parametrics,ORGANIZATION,7,18,nltk,4875,https://finance.yahoo.com/news/global-parametrics-named-lloyd-coverholder-093443697.html,finance.yahoo.com,NATURAL_DISASTER
Lloyd,PERSON,25,30,nltk,4875,https://finance.yahoo.com/news/global-parametrics-named-lloyd-coverholder-093443697.html,finance.yahoo.com,NATURAL_DISASTER
Canopius,PERSON,47,55,nltk,4875,https://finance.yahoo.com/news/global-parametrics-named-lloyd-coverholder-093443697.html,finance.yahoo.com,NATURAL_DISASTER
Eye,ORGANIZATION,7,10,nltk,4876,https://www.tvguide.co.uk/schedule/f5dad75d-2a68-57c4-acb6-bfd89cf46afd/in-the-eye-of-the-storm,tvguide.co.uk,NATURAL_DISASTER
Myanmar,PERSON,4,11,nltk,4877,https://article.wn.com/view/2025/03/31/why_myanmar_8217s_earthquake_could_topple_its_military_regim/,article.wn.com,NATURAL_DISASTER
Local,PERSON,0,5,nltk,4878,https://www.yahoo.com/news/local-burmese-community-reacts-devastation-230533536.html,yahoo.com,NATURAL_DISASTER
Burmese,GPE,6,13,nltk,4878,https://www.yahoo.com/news/local-burmese-community-reacts-devastation-230533536.html,yahoo.com,NATURAL_DISASTER
Myanmar,GPE,49,56,nltk,4878,https://www.yahoo.com/news/local-burmese-community-reacts-devastation-230533536.html,yahoo.com,NATURAL_DISASTER
New Mexico,GPE,33,43,nltk,4879,https://www.yahoo.com/news/usda-offering-emergency-loans-mexico-162832450.html,yahoo.com,NATURAL_DISASTER
Virginia,GPE,62,70,nltk,4880,https://www.yahoo.com/news/federal-judge-dismisses-vmi-alumni-090538656.html,yahoo.com,NATURAL_DISASTER
Trump,GPE,0,5,nltk,4881,https://www.bloomberg.com/news/articles/2025-04-11/trump-to-scrap-deportation-protections-for-afghans-cameroonians,bloomberg.com,NATURAL_DISASTER
Scrap Deportation Protections,PERSON,9,38,nltk,4881,https://www.bloomberg.com/news/articles/2025-04-11/trump-to-scrap-deportation-protections-for-afghans-cameroonians,bloomberg.com,NATURAL_DISASTER
Afghans,GPE,43,50,nltk,4881,https://www.bloomberg.com/news/articles/2025-04-11/trump-to-scrap-deportation-protections-for-afghans-cameroonians,bloomberg.com,NATURAL_DISASTER
Cameroonians,GPE,53,65,nltk,4881,https://www.bloomberg.com/news/articles/2025-04-11/trump-to-scrap-deportation-protections-for-afghans-cameroonians,bloomberg.com,NATURAL_DISASTER
Myanmar,GPE,0,7,nltk,4882,https://www.abc.net.au/listen/programs/radionational-breakfast/myanmar-earthquake-military-junta-/105135624,abc.net.au,NATURAL_DISASTER
Manifest,GPE,0,8,nltk,4883,https://www.tvguide.co.uk/schedule/ae533257-48c1-52a3-a7fb-aa14bcd08390/manifest,tvguide.co.uk,NATURAL_DISASTER
Sky Replay,PERSON,11,21,nltk,4883,https://www.tvguide.co.uk/schedule/ae533257-48c1-52a3-a7fb-aa14bcd08390/manifest,tvguide.co.uk,NATURAL_DISASTER
Carson City Rotary,FACILITY,79,97,nltk,4884,https://www.carsonnow.org/03/31/2025/nv-energy-speakers-to-highlight-natural-disasters-electric-infrastructure-at-carson-city-rotary-meeting,carsonnow.org,NATURAL_DISASTER
Donald,PERSON,0,6,nltk,4885,https://www.hindustantimes.com/world-news/us-news/us-president-donald-trump-vows-to-provide-aid-to-myanmar-after-deadly-earthquake-101743184252617.html,hindustantimes.com,NATURAL_DISASTER
Trump,PERSON,7,12,nltk,4885,https://www.hindustantimes.com/world-news/us-news/us-president-donald-trump-vows-to-provide-aid-to-myanmar-after-deadly-earthquake-101743184252617.html,hindustantimes.com,NATURAL_DISASTER
Myanmar,PERSON,36,43,nltk,4885,https://www.hindustantimes.com/world-news/us-news/us-president-donald-trump-vows-to-provide-aid-to-myanmar-after-deadly-earthquake-101743184252617.html,hindustantimes.com,NATURAL_DISASTER
Myanmar,GPE,0,7,nltk,4886,https://www.japantimes.co.jp/news/2025/04/26/asia-pacific/politics/myanmar-junta-defy-quake-ceasefire-data/,japantimes.co.jp,NATURAL_DISASTER
Wee Waa,PERSON,17,24,nltk,4887,https://www.3aw.com.au/podcast/renewed-push-for-wee-waa-hospital-to-operate-around-the-clock/,3aw.com.au,NATURAL_DISASTER
Valley,GPE,0,6,nltk,4888,https://www.krgv.com/news/valley-residents-urged-to-fill-out-damage-survey-following-severe-rainfall/,krgv.com,NATURAL_DISASTER
Acadia,GPE,0,6,nltk,4889,https://www.yahoo.com/news/acadia-parish-flood-recovery-assistance-231142879.html,yahoo.com,NATURAL_DISASTER
Parish,PERSON,7,13,nltk,4889,https://www.yahoo.com/news/acadia-parish-flood-recovery-assistance-231142879.html,yahoo.com,NATURAL_DISASTER
